city,name_chinese,name_english,address,category_2,category_1,number
Hermosa Beach,AKBAR印度餐廳,AKBAR CUISINE OF INDIA,1101 Aviation Bl.,RESTAURANTS-INDIAN,餐飲食品,310-937-3800
Santa Monica,AKBAR印度餐廳,AKBAR CUISINE OF INDIA,2627 Wilshire Bl.,RESTAURANTS-INDIAN,餐飲食品,310-586-7469
Los Angeles,,ANARKALI INDIAN RESTAURANT,7013 Melrose Ave.,RESTAURANTS-INDIAN,餐飲食品,323-934-6488
Torrance,,ANGARA INDIAN RESTAURANT,2170 Torrance Bl.,RESTAURANTS-INDIAN,餐飲食品,310-320-9090
Diamond Bar,鑽石印度餐館,DIAMOND PALACE CUISINE OF INDIA,1241 S. Grand Ave. #L,RESTAURANTS-INDIAN,餐飲食品,909-860-2625
San Gabriel,日式印度料理西餐,DUCKS RESTAURANT,1381 E. Las Tunas Dr.,RESTAURANTS-INDIAN,餐飲食品,626-287-8743
Artesia,HAVELI INDIA CUISINE,HAVELI INDIA CUISINE,17221 Pioneer Bl,RESTAURANTS-INDIAN,餐飲食品,562-860-4608
Alhambra,印度餐廳,MAHAN INDIAN RESTAURANT,110 W. Main St.,RESTAURANTS-INDIAN,餐飲食品,626-458-6299
Tustin,,MASALA BOWL,14311 Newport Ave. #A,RESTAURANTS-INDIAN,餐飲食品,714-832-4113
Chatsworth,,MOTHER INDIA,10110 Topanga Canyon Bl.,RESTAURANTS-INDIAN,餐飲食品,818-407-8898
Pasadena,新德里宮印度料理,NEW DELHI PALACE CUSINE OF INDIA,950 E. Colorado Bl. #205,RESTAURANTS-INDIAN,餐飲食品,626-405-0666
Fountain Valley,,PUNJAB CUISINE OF INDIA,18687 Brookhurst St.,RESTAURANTS-INDIAN,餐飲食品,714-963-6777
Newport Beach,,CALIFORNIA PIZZA KITCHEN,1151 Newport Center Dr.,RESTAURANTS-PIZZA,餐飲食品,949-759-5543
Los Angeles,,CALIFORNIA PIZZA KITCHEN,330 S. Hope St.,RESTAURANTS-PIZZA,餐飲食品,213-626-2616
Los Angeles,,CALIFORNIA PIZZA KITCHEN,735 S. Figueroa St. #305,RESTAURANTS-PIZZA,餐飲食品,213-228-8500
Arcadia,,CALIFORNIA PIZZA KITCHEN,400 S. Baldwin Ave. #115,RESTAURANTS-PIZZA,餐飲食品,626-445-2610
Glendale,,CALIFORNIA PIZZA KITCHEN,101 N. Brand Bl.,RESTAURANTS-PIZZA,餐飲食品,818-507-1558
Burbank,,CALIFORNIA PIZZA KITCHEN,601 N. San Fernando Bl.,RESTAURANTS-PIZZA,餐飲食品,818-972-2589
Los Angeles,,CALIFORNIA PIZZA KITCHEN,121 N. La Cienega Bl.,RESTAURANTS-PIZZA,餐飲食品,310-854-6555
Culver City,,CALIFORNIA PIZZA KITCHEN,10704 Venice Bl.,RESTAURANTS-PIZZA,餐飲食品,310-287-2727
Santa Monica,,CALIFORNIA PIZZA KITCHEN,210 Wilshire Bl.,RESTAURANTS-PIZZA,餐飲食品,310-393-9335
Anaheim,,CALIFORNIA PIZZA KITCHEN,321 W. Katella Ave.,RESTAURANTS-PIZZA,餐飲食品,714-991-0305
Redondo Beach,,CALIFORNIA PIZZA KITCHEN,1815 Hawthorne Bl.,RESTAURANTS-PIZZA,餐飲食品,310-370-9931
Torrance,,CALIFORNIA PIZZA KITCHEN,25306 Crenshaw Bl.,RESTAURANTS-PIZZA,餐飲食品,310-539-5410
Encino,,CALIFORNIA PIZZA KITCHEN,16101 Ventura Bl.,RESTAURANTS-PIZZA,餐飲食品,818-907-7783
Long Beach,,CALIFORNIA PIZZA KITCHEN,6417 E. Pacific Coast Hwy. #A-1,RESTAURANTS-PIZZA,餐飲食品,562-596-2775
Beverly Hills,,CALIFORNIA PIZZA KITCHEN,207 S. Beverly Dr.,RESTAURANTS-PIZZA,餐飲食品,310-275-1101
Santa Ana,,CALIFORNIA PIZZA KITCHEN,2800 N. Main St. #872,RESTAURANTS-PIZZA,餐飲食品,714-479-0604
Tustin,,CALIFORNIA PIZZA KITCHEN,3001 El Camino Real,RESTAURANTS-PIZZA,餐飲食品,714-838-5083
Chino Hills,,CALIFORNIA PIZZA KITCHEN,3505 Grand Ave.,RESTAURANTS-PIZZA,餐飲食品,909-590-3090
Irvine,,CALIFORNIA PIZZA KITCHEN,55 Fortune Dr. #600,RESTAURANTS-PIZZA,餐飲食品,949-585-9531
Irvine,,CALIFORNIA PIZZA KITCHEN,2957 Michelson Dr.,RESTAURANTS-PIZZA,餐飲食品,949-975-1585
W. Covina,,CALIFORNIA PIZZA KITCHEN,110 S. California Ave.,RESTAURANTS-PIZZA,餐飲食品,626-814-4400
Montebello,,DOMINO'S PIZZA,803 W. Whittier Bl.,RESTAURANTS-PIZZA,餐飲食品,323-262-3030
Monterey Park,,DOMINO'S PIZZA,829 S. Atlantic Bl.,RESTAURANTS-PIZZA,餐飲食品,626-576-2000
Pico Rivera,,DOMINO'S PIZZA,9448 E. Slauson Ave.,RESTAURANTS-PIZZA,餐飲食品,562-222-2207
Pasadena,,DOMINO'S PIZZA,633 S. Arroyo Pkwy.,RESTAURANTS-PIZZA,餐飲食品,626-584-1976
Pasadena,,DOMINO'S PIZZA,2057 N. Los Robles Ave.,RESTAURANTS-PIZZA,餐飲食品,626-791-9285
Pasadena,,DOMINO'S PIZZA,1802 E. Washington Bl.,RESTAURANTS-PIZZA,餐飲食品,626-794-3030
Temple City,,DOMINO'S PIZZA,9443 Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-285-0033
Los Angeles,,DOMINO'S PIZZA,5624 York Bl.,RESTAURANTS-PIZZA,餐飲食品,323-255-5999
Los Angeles,,DOMINO'S PIZZA,520 West Ave. 26 #B,RESTAURANTS-PIZZA,餐飲食品,323-225-1080
Rosemead,,DOMINO'S PIZZA,8350 Garvey Ave. #B,RESTAURANTS-PIZZA,餐飲食品,626-288-3030
Whittier,,DOMINO'S PIZZA,13205 Whittier Bl. #A,RESTAURANTS-PIZZA,餐飲食品,562-945-7691
Pico Rivera,,DOMINO'S PIZZA,4500 Rosemead Bl. #B,RESTAURANTS-PIZZA,餐飲食品,562-692-9591
Whittier,,DOMINO'S PIZZA,10807 Beverly Bl. #C,RESTAURANTS-PIZZA,餐飲食品,562-695-2600
S. El Monte,,DOMINO'S PIZZA,1937 Tyler Ave.,RESTAURANTS-PIZZA,餐飲食品,626-579-3030
Pasadena,,DOMINO'S PIZZA,2363 E. Colorado Bl.,RESTAURANTS-PIZZA,餐飲食品,626-584-0866
San Gabriel,,DOMINO'S PIZZA,1001 E. Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-287-0901
Alhambra,,DOMINO'S PIZZA,703 S. Atlantic Bl.,RESTAURANTS-PIZZA,餐飲食品,626-289-5694
Hacienda Hts.,,DOMINO'S PIZZA,15908 E. Halliburton Rd.,RESTAURANTS-PIZZA,餐飲食品,626-369-0999
Los Angeles,,DOMINO'S PIZZA,4815 Valley Bl. #H,RESTAURANTS-PIZZA,餐飲食品,323-222-7722
Los Angeles,,DOMINO'S PIZZA,1311 Glendale Bl. #G,RESTAURANTS-PIZZA,餐飲食品,213-413-8444
Los Angeles,,DOMINO'S PIZZA,1759 Colorado Bl.,RESTAURANTS-PIZZA,餐飲食品,323-256-5991
Los Angeles,,DOMINO'S PIZZA,3502 W. Sunset Bl.,RESTAURANTS-PIZZA,餐飲食品,323-667-2323
Monrovia,,DOMINO'S PIZZA,348 W. Huntington Dr.,RESTAURANTS-PIZZA,餐飲食品,626-303-2655
San Gabriel,,GINO'S PRIMO PIZZA,717 W. Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-576-5945
Alhambra,,LITTLE CAESARS PIZZA,715 E. Main St.,RESTAURANTS-PIZZA,餐飲食品,626-284-0441
Upland,,PAPA JOHNS PIZZA,1242 W. Foothill Bl.,RESTAURANTS-PIZZA,餐飲食品,909-981-8009
San Gabriel,,PAPA JOHNS PIZZA,301 W. Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-457-8989
Arcadia,,PAPA JOHNS PIZZA,1312 S. Baldwin Ave.,RESTAURANTS-PIZZA,餐飲食品,626-445-6262
S. Pasadena,,PAPA JOHNS PIZZA,800 Fair Oaks Ave.,RESTAURANTS-PIZZA,餐飲食品,626-441-8484
City of Industry,,AMOR INDIO MEXICAN RESTAURANT,15200 E. Valley Bl.,RESTAURANTS-MEXICAN,餐飲食品,626-330-8119
El Monte,,ANNIA'S KITCHEN,4233 N. Santa Anita Ave.,RESTAURANTS-MEXICAN,餐飲食品,626-401-2422
Arcadia,,CABRERA'S MEXICAN CUISINE,625 E. Live Oka Ave.,RESTAURANTS-MEXICAN,餐飲食品,626-445-5327
Duarte,,CABRERA'S MEXICAN CUISINE,1856 E. Huntington Dr.,RESTAURANTS-MEXICAN,餐飲食品,626-359-3614
Pasadena,,CABRERA'S MEXICAN CUISINE,655 N. Lake Ave.,RESTAURANTS-MEXICAN,餐飲食品,626-795-0230
Pico Rivera,,CASA GAMINO,9060 E. Slauson Ave.,RESTAURANTS-MEXICAN,餐飲食品,562-949-4144
Montebello,墨西哥式情調餐廳,LA COSTA RESTAURANT,854 N. Garfield Ave.,RESTAURANTS-MEXICAN,餐飲食品,323-728-7492
Garden Grove,,LA LANGGOSTA,13571 Habor Bl.,RESTAURANTS-MEXICAN,餐飲食品,714-537-8608
Covina,,LOS FAROLES MEXICAN GRILL,1118 W. San Bernardino Rd.,RESTAURANTS-MEXICAN,餐飲食品,626-966-8868
Monterey Park,,LUMIN ARIAS RESTAURANT,3500 Ramona Bl.,RESTAURANTS-MEXICAN,餐飲食品,323-268-4363
El Monte,,PEPE'S MEXICAN & SEAFOOD RESTAURANT,11740 E. Valley Bl.,RESTAURANTS-MEXICAN,餐飲食品,626-401-1599
Pasadena,,CHEVAL BLANC,41 S. De Lacey Ave,RESTAURANTS-FRENCH,餐飲食品,626-577-4141
Manhattan Beach,,CREME DE LA CREPE,1140 Highland Ave,RESTAURANTS-FRENCH,餐飲食品,310-546-9900
Redondo Beach,,CREME DE LA CREPE,1708-1/2 S. Catalina Ave.,RESTAURANTS-FRENCH,餐飲食品,310-540-8811
Pasadena,,CREME DE LA CREPE,36 W. Colorado Bl.,RESTAURANTS-FRENCH,餐飲食品,626-844-0007
Long Beach,,CREME DE LA CREPE,400 E. 1st St,RESTAURANTS-FRENCH,餐飲食品,562-437-2222
Hermosa Beach,,CREME DE LA CREPE,424 Pier Ave,RESTAURANTS-FRENCH,餐飲食品,310-937-2822
Culver City,,CREME DE LA CREPE,6000 Sepulveda Bl.#1305,RESTAURANTS-FRENCH,餐飲食品,310-391-8818
Pasadena,,EURO PANE,950 E. Colorado Bl,RESTAURANTS-FRENCH,餐飲食品,626-577-1828
Rosemead,LA VIE 法國菜,LA VIE FRENCH RESTAURANT,2547 San Gabriel Bl.,RESTAURANTS-FRENCH,餐飲食品,626-571-1180
Monrovia,異國風情美食料理,RESTAURANT DEVON,109 E. Lemon Ave.,RESTAURANTS-FRENCH,餐飲食品,626-305-0013
Arcadia,精緻滋味,SESAME GRILL,308 E. Huntington Dr.,RESTAURANTS-FRENCH,餐飲食品,626-821-0880626-574-0854
Tustin,,THE WINERY RESTAURANT & WINE BAR,2647 Park Ave.,RESTAURANTS-FRENCH,餐飲食品,714-258-7600
Gardena,,AKANE CHAYA,1610 W. Redondo Beach Bl. #5,RESTAURANTS-ITALIAN,餐飲食品,310-768-3939
El Cajon,,ARRIVIDERCI ITALIAN RESTAURANT,2963 Jamacha Rd.#A,RESTAURANTS-ITALIAN,餐飲食品,619-660-8200
Cerritos,義大利餐廳,ARTE CAFÉ,12741 Towne Center Dr. #B,RESTAURANTS-ITALIAN,餐飲食品,562-865-2783
San Gabriel,,BELLA ITALIAN RESTAURANT,7232 N. Rosemead Bl.,RESTAURANTS-ITALIAN,餐飲食品,626-287-5674
Monrovia,,BELLA SERA,422 S. Myrtle Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-359-1399
Pasadena,,BUCA DI BEDDO,80 W. Green St.,RESTAURANTS-ITALIAN,餐飲食品,626-792-7272
Los Angeles,威尼斯料理,CA'BREA RESTAURANT,346 S.  La Brea Ave.,RESTAURANTS-ITALIAN,餐飲食品,323-938-2863
Bellflower,義大利餐廳,CAFE CAMELLIA,16916 Bellflower Bl.,RESTAURANTS-ITALIAN,餐飲食品,562-866-2824
Arcadia,,CARMINER'S ITALIAN RESTAURANT & BAR,311 E. Live Oak Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-445-4726
S. Pasadena,,CARMINER'S ITALIAN RESTAURANT & BAR,424 Fair Oaks Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-799-2266
Los Angeles,,CHARLIE'S TRIO CAFE,5769 N. Huntington Dr.,RESTAURANTS-ITALIAN,餐飲食品,323-223-3871
Alhambra,,CHARLIE'S TRIO CAFE,47 W. Main St.,RESTAURANTS-ITALIAN,餐飲食品,626-284-4943
Rosemead,帝飛雅義大利餐廳,DI PILLA'S ITALIAN RESTAURANT,9013 Valley Bl.,RESTAURANTS-ITALIAN,餐飲食品,626-286-0275
Arcadia,,DOMENICO'S ITALIAN RESTAURANT,215 N. Santa Anita Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-574-7433
Glendale,,FAR NIENTE RESTAURANT,204-1/2 N. Brand Bl.,RESTAURANTS-ITALIAN,餐飲食品,818-242-3835
Pasadena,,GALE'S RESTAURANT,452 S. Fair Oaks Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-432-6705
Manhattan Beach,,IL FORNAIN,1800 Rosecrans Ave.,RESTAURANTS-ITALIAN,餐飲食品,310-725-9555
Los Angeles,瑪蒂蓮娜義大利餐廳,MADDALENA RESTAURANT HOURS,737 Lamar St.,RESTAURANTS-ITALIAN,餐飲食品,323-223-1401
Woodland Hills,,MAGGIANO'S LITTLE ITALY,6100 Topanga Canyon Bl.,RESTAURANTS-ITALIAN,餐飲食品,818-887-3777
Los Angeles,,MAGGIANO'S LITTLE ITALY,189 The Grove Dr. #Z80,RESTAURANTS-ITALIAN,餐飲食品,323-965-9665
Glendale,,MARIO'S ITALIAN DELI & MARKET,740 E. Broadway,RESTAURANTS-ITALIAN,餐飲食品,818-242-4114
Pasadena,,MI PIACE PASADENA,25 E. Colorado Bl.,RESTAURANTS-ITALIAN,餐飲食品,626-795-3131
City of Industry,義麵屋,PASTA JOE'S,18222 E. Gale Ave.#A,RESTAURANTS-ITALIAN,餐飲食品,626-965-5566
San Gabriel,馬德望海鮮酒家,BATTAMBANG SEAFOOD RESTAURANT,1806 S. San Gabriel Bl.,RESTAURANTS-CAMBODIA,餐飲食品,626-307-3938
Los Angeles,馬德望餐館,NEW BATTAMBANG RESTAURANT,648 New High St.,RESTAURANTS-CAMBODIA,餐飲食品,213-620-9015
Los Angeles,新高棉餐室,NEW KAMARA CHINESE CAMBODIAN RESTAURANT,709 N. Hill St. #14,RESTAURANTS-CAMBODIA,餐飲食品,213-620-1090
Buena Park,菲律賓餐廳,PHILIPPINE RESTAURANT,7635 Knott Ave.,RESTAURANTS-PHILIPPINE,餐飲食品,714-739-2888
Tustin,,BELACAN GRILL MALAYSIAN BISTRO,17460 E. 17th St.,RESTAURANTS-MALAYSIAN,餐飲食品,714-505-9908
El Monte,馬來西亞餐廳,LITTLE MALAYSIA RESTAURANT,3944 N. Peck Rd. #A,RESTAURANTS-MALAYSIAN,餐飲食品,626-401-3188
W. Covina,馬來檳城,PENANG MALAYSIAN CUISINE,971 S. Glendora Ave.,RESTAURANTS-MALAYSIAN,餐飲食品,626-338-6138
Los Angeles,,SINGAPORE'S BANANA LEAF,6333 W. 3rd St.#122,RESTAURANTS-MALAYSIAN,餐飲食品,323-933-4627
Alhambra,馬來西亞餐廳,YAZMIN MALAYSIAN RESTAURANT,27 E. Main St.,RESTAURANTS-MALAYSIAN,餐飲食品,626-308-2036
Temple City,香蕉葉,BANANA LEAF,5835 Temple City Bl,RESTAURANTS-INDONESIAN,餐飲食品,626-309-0209
W. Covina,印尼麵食,JANTY NOODLE,989 S. Glendora Ave. #14,RESTAURANTS-INDONESIAN,餐飲食品,626-480-1808
Rowland Hts.,,JAVA SPICE EXOTIC INDONESIAN CUISINE,1743 Fullerton Rd.,RESTAURANTS-INDONESIAN,餐飲食品,626-810-1366
W. Covina,,KEDAI,989 S. Glendora Ave. #18,RESTAURANTS-INDONESIAN,餐飲食品,626-337-1111
Los Angeles,印尼美食,RAMAYANI INDONESIA BISTRO,1777 Westwood Bl.,RESTAURANTS-INDONESIAN,餐飲食品,310-477-3315
Los Angeles,,SIMPANG ASIA,10433 National Bl.#213,RESTAURANTS-INDONESIAN,餐飲食品,310-815-9075
Rowland Hts.,#1 PHO牛肉粉,#1 PHO NOODLE & GRILL,1380 S. Fullerton Rd. #104,RESTAURANTS-VIETNAMESE,餐飲食品,626-965-3242
San Gabriel,順橋碎米飯餐廳,COM TAM THUAN KIEU,120 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-5660
Alhambra,東源飯店,DONG NGUYEN RESTAURANT,1433 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-300-8618
San Gabriel,越南餐室,GOLDEN DELI,815 W. Las Tunas Dr.,RESTAURANTS-VIETNAMESE,餐飲食品,626-308-0803
Alhambra,海南餐室,HAI NAM SAI GON,1425 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-300-8079
Rosemead,海防北寧雞粉,HP PHO GA BAC NINH,8930 Mission Dr.#102,RESTAURANTS-VIETNAMESE,餐飲食品,626-288-9999
Westminster,紅龍越南和粉,KIMMY'S VIETNAMESE NOODLE,14932 Bushard St,RESTAURANTS-VIETNAMESE,餐飲食品,714-775-1699
Alhambra,李錦基越南餐廳,LEE KAM KEE VIETNAMESE RESTAURANT,2505 W. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-282-7720
Rosemead,聯發餐館,LIEN PHAT RESTAURANT,8150 E. Garvey Ave. #117F,RESTAURANTS-VIETNAMESE,餐飲食品,626-572-8920
Westminster,祿鼎記,LUC DINH KY RESTAURANT,9812 Bolsa Ave. #100,RESTAURANTS-VIETNAMESE,餐飲食品,714-839-6813
El Monte,金塔,LUCKY K.T. NOODLE FACTORY,10925 Smith Rd.,RESTAURANTS-VIETNAMESE,餐飲食品,626-579-7272
Los Angeles,綿義餐室,MIEN NGHIA NOODLE EXPRESS,304 Ord St.,RESTAURANTS-VIETNAMESE,餐飲食品,213-680-2411
Rosemead,綿義餐室,MIEN NGHIA NOODLE EXPRESS,7755 E. Garvey Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,626-288-0177
Rosemead,,MY HANH RESTAURANT,8450 E. Garvey Ave. #102,RESTAURANTS-VIETNAMESE,餐飲食品,626-571-1988
S. El Monte,美順南越餐廳,MY HANH VIETNAMESE RESTAURANT,9611 E. Garvey Ave. #109,RESTAURANTS-VIETNAMESE,餐飲食品,626-579-5112
Alhambra,新牛肉粉之王,NEW NOODLE CITY,628 W. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-289-3474
Long Beach,,NEW PHO,1036 E. Anaheim St.,RESTAURANTS-VIETNAMESE,餐飲食品,562-432-3133
Monterey Park,牛肉粉之王,NOODLE CITY RESTAURANT,848 E. Garvey Ave. #C,RESTAURANTS-VIETNAMESE,餐飲食品,626-573-3718
Alhambra,越華牛肉粉,NOODLE GUY,1257 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-284-1868
Cerritos,越南正宗牛肉粉餐廳,PHO 4000 RESTAURANT,11818 South St. #105-108,RESTAURANTS-VIETNAMESE,餐飲食品,562-865-0563
Rosemead,,PHO 54,8450 Valley Bl. #111-112,RESTAURANTS-VIETNAMESE,餐飲食品,626-571-6663
Garden Grove,,PHO 54,10240 Westminster Ave. #101-1,RESTAURANTS-VIETNAMESE,餐飲食品,714-534-3210
Alhambra,七九餐室,PHO 79 VIETNAMESE RESTAURANT,29 S. Garfield Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,626-289-0239
Westminster,七九餐室,PHO 79 VIETNAMESE RESTAURANT,9200 Bolsa Ave. #117,RESTAURANTS-VIETNAMESE,餐飲食品,714-893-1883
Garden Grove,七九餐室,PHO 79 VIETNAMESE RESTAURANT,9941 Hazard Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,714-531-2490
Rosemead,89 牛肉粉,PHO 89 NOODLE HOUSE,8150 Garvey Ave. #101,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-3638
Los Angeles,九七餐室,PHO 97 VIETNAMESE,727 N. Broadway #120,RESTAURANTS-VIETNAMESE,餐飲食品,213-625-7026
Los Angeles,百匯越南餐廳,PHO BROADWAY VIETNAMESE & CHINESE RESTAURANT,942 N. Broadway #102,RESTAURANTS-VIETNAMESE,餐飲食品,213-572-2507
Rowland Hts.,,PHO EVERY 1 VIETNAMESE RESTAURANT,18977 Colima Rd.,RESTAURANTS-VIETNAMESE,餐飲食品,626-912-0318
Walnut,,PHO EXPRESS,20747 Amar Rd. #8D,RESTAURANTS-VIETNAMESE,餐飲食品,909-468-2220
S. El Monte,正宗越南河粉餐館,PHO FILET,9463 E. Garvey Ave. #A,RESTAURANTS-VIETNAMESE,餐飲食品,626-453-8911
Temple City,招牌牛肉粉,PHO HANH VIETNAMESE RESTAURANT,5727 Las Tunas Dr.,RESTAURANTS-VIETNAMESE,餐飲食品,626-292-6974
City of Industry,越南和粉,PHO HOA VIETNAMESE RESTAURANT,15401-15405 Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-330-3046
San Gabriel,,PHO ISLAND EXPRESS NOODLE HOUSE,741 E. Valley Bl,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-8788
Garden Grove,越南餐館,PHO NANDINH RESTAURANT,13032 Harbor Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,714-539-0186
San Gabriel,阮皇越南菜館,PHO NGUYEN HOANG RESTAURANT,401 W. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-281-0017
Monterey Park,越南餐廳,PHO PANH MI CHECALI,745 E. Garvey Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-5528
Rowland Hts.,,PHO ROWLAND VIETNAMESE RESTAURANT,18910 E. Gale Ave. #A,RESTAURANTS-VIETNAMESE,餐飲食品,626-810-8800
Alhambra,越南美食餐廳,PHO SUPER BOWL VIETNAMESE RESTAURANT,1300 E. Main St. #105,RESTAURANTS-VIETNAMESE,餐飲食品,626-293-7018
Artesia,,PHO TASTY,19117 Pioneer Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,562-924-1838
Rosemead,豐盈酒家,PHONG DINH RESTAURANT,2643 N. San Gabriel Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-307-8868
San Gabriel,芽莊美食,QUAN NGONG NHA TRANG,311 E. Valley Bl. #103,RESTAURANTS-VIETNAMESE,餐飲食品,626-572-7638
San Gabriel,西貢苑,SAIGON EDEN VIETNAMESE RESTAUR,980 E. Las Tunas Dr.,RESTAURANTS-VIETNAMESE,餐飲食品,626-287-3158
San Gabriel,越南餐室,SAIGON FLAVOR VIETNAMESE RESTAURANT,208 E. Valley Bl. #B,RESTAURANTS-VIETNAMESE,餐飲食品,626-572-6036
Los Angeles,,SAIGON SANDWICHES,828 N. Broadway #1,RESTAURANTS-VIETNAMESE,餐飲食品,213-625-8721
Westminster,,TAIHO RESTAURANT,9242 Bolsa Ave. #2,RESTAURANTS-VIETNAMESE,餐飲食品,714-895-4796
Gardena,,TAPIOCA PHO,1425 W. Artesia Bl. #19,RESTAURANTS-VIETNAMESE,餐飲食品,310-327-7999
San Gabriel,,TAY HO RESTAURANT,1039 E. Valley Bl. #B-103,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-5207
Los Angeles,清味餐館,THANH VI RESTAURANT,422 W. Ord St.,RESTAURANTS-VIETNAMESE,餐飲食品,213-687-3522
San Gabriel,順橋碎米飯,THUAN KIEU,633 S. San Gabriel Bl. #112,RESTAURANTS-VIETNAMESE,餐飲食品,626-287-0532
Rosemead,泰仙鄉,ANGEL THAI HOUSE,8450 Valley Bl. #116,RESTAURANTS-THAI,餐飲食品,626-288-1183
Los Angeles,,AUTHENTIC THAI RESTAURANT,637 N. Spring St.,RESTAURANTS-THAI,餐飲食品,213-613-1115
Rowland Hts.,,BAIMON RESTAURANT,1741 Fullerton Rd.,RESTAURANTS-THAI,餐飲食品,626-964-6851
Rowland Hts.,蕉葉泰式餐廳,BANANA BAY,18230 Colima Rd.,RESTAURANTS-THAI,餐飲食品,626-839-5511
Westminster,,BANGKOK PAI,9707 Bolsa Ave.,RESTAURANTS-THAI,餐飲食品,714-775-9788
San Gabriel,非常泰,CAFE DE BANGKOK,402 E. Valley Bl.,RESTAURANTS-THAI,餐飲食品,626-288-0099
Orange,,CHA THAI RESTAURANT,1520 W. Chapman Ave.,RESTAURANTS-THAI,餐飲食品,714-978-3905
Pasadena,,CHANDRA THAI RESTAURANT,400 S. Arroyo Pkwy.,RESTAURANTS-THAI,餐飲食品,626-577-6599
Rowland Hts.,,COCONUT BAY BAR & GRILL,18922 Gale Ave.,RESTAURANTS-THAI,餐飲食品,626-913-9933
W. Covina,,COZY THAI RESTAURANT,2550 E. Amar Rd. #A-7,RESTAURANTS-THAI,餐飲食品,626-581-2481
Temple City,　,EDEN THAI CUISINE,9426 E. Las Tunas Dr.,RESTAURANTS-THAI,餐飲食品,626-286-7795
Alhambra,青木瓜泰國餐廳,GREEN PAPAYA THAI RESTAURANT,1800 W. Valley Bl.,RESTAURANTS-THAI,餐飲食品,626-282-1291
Monterey Park,泰國餐,HOY-KA THAI NOODLE,230 N. Garfield Ave. #D12,RESTAURANTS-THAI,餐飲食品,626-927-9629
Cypress,,KAPOW THAI,4758 Lincoln Ave.,RESTAURANTS-THAI,餐飲食品,714-827-8170
N. Hollywood,泰味軒餐廳,KRUA THAI,13130 Sherman Way,RESTAURANTS-THAI,餐飲食品,818-759-7998
W. Covina,泰味軒餐廳,KRUA THAI,935 S. Glendora Ave.,RESTAURANTS-THAI,餐飲食品,626-480-0116
Rosemead,泰麗餐廳,LUBLAE THAI FOOD,3684 Rosemead Bl.,RESTAURANTS-THAI,餐飲食品,626-572-7711
Downey,泰國餐,NARAI THAI CUISINE,7611 Firestone Bl.,RESTAURANTS-THAI,餐飲食品,562-928-4632
Monterey Park,,NOODLE PLANET,1935 S. Atlantic Bl.,RESTAURANTS-THAI,餐飲食品,323-881-0900
Los Angeles,,NOODLE PLANET,1118 Westwood Bl.,RESTAURANTS-THAI,餐飲食品,310-208-0777
Pasadena,皇上皇麵家,NOODLE WORLD,24 W. Colorado Bl.,RESTAURANTS-THAI,餐飲食品,626-585-5885
San Marino,皇上皇麵家,NOODLE WORLD,932 Huntington Dr.,RESTAURANTS-THAI,餐飲食品,626-300-1010
Alhambra,皇上皇麵家,NOODLE WORLD,700 W. Valley Bl.,RESTAURANTS-THAI,餐飲食品,626-293-8800
Arcadia,蘭花泰餐,ORCHID THAI CUISINE,1311 S. Baldwin Ave. #A,RESTAURANTS-THAI,餐飲食品,626-821-2099
City of Industry,,PAIR THAI RESTAURANT,18219 E. Gale Ave. #8,RESTAURANTS-THAI,餐飲食品,626-964-2370
Huntington Beach,,PHUKEC RESTAURANT,16612 Beach Bl.,RESTAURANTS-THAI,餐飲食品,714-842-1101
Rowland Hts.,泰景苑菜館,PRESIDENT THAI RESTAURANT,1390 Fullerton Rd. #105,RESTAURANTS-THAI,餐飲食品,626-839-3340
